name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chicago,2006-03-14,5,-2.9,1,-0.5,-9.9,-5.1,-7,56.7,0,0,0,,0,0,63.8,44.7,281.2,1015.3,62.8,15.9,,,,,2006-03-14T06:04:04,2006-03-14T17:55:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-15,5.6,-3.5,1.1,2.9,-8.8,-2.4,-7.3,54.7,0,0,0,,0,0,,23.7,310.2,1023,37.4,16,,,,,2006-03-15T06:02:23,2006-03-15T17:57:07,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-16,2.7,0.7,1.7,-0.1,-5.5,-3.2,-3.4,70,0.077,100,8.33,"rain,snow",0,0,53.6,33.5,67.5,1019.1,92.4,14,,,,,2006-03-16T06:00:40,2006-03-16T17:58:15,0.56,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"72534014819,72530594892,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-17,3.2,-1.8,0.9,-1.1,-6.4,-3.9,-4.6,67.3,0.147,100,8.33,"rain,snow",0,0,,25,20.2,1028.3,60,16,,,,,2006-03-17T05:58:58,2006-03-17T17:59:22,0.6,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"72534014819,72530594892,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-18,3.9,-3.8,0,0.6,-8.1,-3.5,-8.4,56.6,0,0,0,,0,0,,20.2,3.4,1029.2,25.8,15.7,,,,,2006-03-18T05:57:16,2006-03-18T18:00:30,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-03-19,7.1,-3.2,1.5,5.2,-7.6,-1.7,-8.6,49.8,0,0,0,,0,0,,18.3,11.9,1026.4,44.1,16,,,,,2006-03-19T05:55:33,2006-03-19T18:01:38,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,74466504838,72534714880,72534514834"
Chicago,2006-03-20,1.8,-1.2,0.8,-1.2,-6.2,-4.7,-6.2,60,0,0,0,,0,0,55.4,36.3,55.4,1023,75.2,16,,,,,2006-03-20T05:53:50,2006-03-20T18:02:45,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,74466504838,72534714880,72534514834"
Chicago,2006-03-21,0.6,-2.8,-1.4,-5.4,-10.8,-8,-7.9,61.5,0,0,0,,0,0,64.8,40,37.9,1019.6,90.9,16,,,,,2006-03-21T05:52:08,2006-03-21T18:03:52,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-03-22,8.9,-3.8,2.8,6.4,-8.5,-0.7,-6.6,52,0,0,0,,0,0,,24.4,294.3,1023.3,43.4,16,,,,,2006-03-22T05:50:25,2006-03-22T18:05:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-03-23,4.9,0.6,2.8,1.9,-2.5,-0.3,-2.9,66.8,0,0,0,"rain,snow",0.8,0.3,,15.8,51.6,1023.4,84.2,15.7,,,,,2006-03-23T05:48:42,2006-03-23T18:06:06,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,74466504838,72534714880,72534514834"
Chicago,2006-03-24,3.6,-0.1,1.5,-0.1,-3.5,-1.7,-1.5,80.8,1.008,100,70.83,"rain,snow",0.5,1.1,,21.4,3,1020.9,95.4,12,,,,,2006-03-24T05:46:59,2006-03-24T18:07:13,0.84,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-03-25,6.2,-0.4,2.4,3.5,-4,-0.9,-1.9,73.5,0,0,0,,0,0.1,,20,354.9,1022.8,84.1,15.8,,,,,2006-03-25T05:45:16,2006-03-25T18:08:20,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-26,7.2,-0.7,3.2,4,-1.1,1.3,-4.6,59.3,0,0,0,,0,0,,18.3,57,1025,46,15.7,,,,,2006-03-26T05:43:33,2006-03-26T18:09:27,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-27,10.1,-1.6,4.1,10.1,-4,1.4,-1.8,67.7,1.735,100,37.5,rain,0,0,,26.4,147.1,1022.3,66.7,14.5,,,,,2006-03-27T05:41:50,2006-03-27T18:10:33,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-28,6.7,4.2,5.3,4.9,0,2.4,3.3,87.1,2.987,100,29.17,rain,0,0,,21.4,50.7,1020,97.6,7,,,,,2006-03-28T05:40:08,2006-03-28T18:11:40,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-29,10,4,7.3,10,3.2,6.2,2.6,72.4,0,0,0,,0,0,,16.4,168,1024.2,94.2,10.5,,,,,2006-03-29T05:38:25,2006-03-29T18:12:46,0,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-30,20.4,4.5,13.4,20.4,1.5,12.5,5.6,61.7,0,0,0,,0,0,,29.6,166.5,1016.2,44.4,12.8,,,,,2006-03-30T05:36:43,2006-03-30T18:13:53,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-31,20.1,8.1,14.4,20.1,3.9,13.5,7.6,65,1.687,100,33.33,rain,0,0,68.8,47.8,229.1,1005.7,86.9,15.8,,,,,2006-03-31T05:35:01,2006-03-31T18:14:59,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-01,8.3,4,6.7,6.3,1.2,3.8,2.7,75.8,0,0,0,,0,0,51.8,28.7,317.1,1017.1,100,15.9,,,,,2006-04-01T05:33:19,2006-04-01T18:16:05,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-04-02,15.3,3.8,9.3,15.3,1.3,7.6,6.1,80.4,3.518,100,37.5,rain,0,0,50,29.2,143.1,1009.7,98.6,13.6,,,,,2006-04-02T06:31:37,2006-04-02T19:17:12,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,72530594892,74466504838,72534714880,72534514834"
Chicago,2006-04-03,12.5,4.7,8.5,12.5,-0.9,5.8,2.8,70.4,13.356,100,37.5,rain,0,0,61.9,37.7,308,1007.5,76.4,14.3,,,,,2006-04-03T06:29:56,2006-04-03T19:18:18,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-04,12.8,1.9,7.5,12.8,-1.4,5.3,-4.7,44.7,0,0,0,,0,0,51.8,34.8,288.7,1016.8,2.4,16,,,,,2006-04-04T06:28:15,2006-04-04T19:19:24,0.21,Clear,Clear conditions throughout the day.,clear-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-05,12.5,1.5,7.6,12.5,-0.7,6.3,-5.6,39.8,0,0,0,,0,0,,15,65.2,1016.2,46.6,16,,,,,2006-04-05T06:26:34,2006-04-05T19:20:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-06,13.2,6,10,13.2,3.5,9.1,1,55.5,0,0,0,,0,0,,22.3,132.3,1008.1,83.9,14.8,,,,,2006-04-06T06:24:54,2006-04-06T19:21:36,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-07,12,1.3,7.5,12,-5.1,4.4,4.9,83.5,0.682,100,25,rain,0,0,64.7,41,24.4,1004.1,97,10.6,,,,,2006-04-07T06:23:14,2006-04-07T19:22:43,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-04-08,5.1,0.5,2.3,1.6,-6.2,-2.3,-3.6,65.8,0,0,0,,0,0,60.1,34,25.2,1021.3,65.8,16,,,,,2006-04-08T06:21:35,2006-04-08T19:23:49,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-09,11.8,-1.4,5.3,11.8,-1.4,4.7,-2.6,60.4,0,0,0,,0,0,,17.1,123.5,1023.7,25.8,15.3,,,,,2006-04-09T06:19:56,2006-04-09T19:24:55,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-10,20.7,4.7,12.6,20.7,2.7,12.2,0.3,45.7,0,0,0,,0,0,50,26.7,183.1,1020,33.1,16,,,,,2006-04-10T06:18:18,2006-04-10T19:26:01,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-11,23.4,10.7,17.1,23.4,10.7,17.1,4.5,44.5,0.062,100,4.17,rain,0,0,58.7,36.9,184.5,1015.3,64.2,16,,,,,2006-04-11T06:16:40,2006-04-11T19:27:07,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-12,23.8,16.3,19.5,23.8,16.3,19.5,10,55.9,1.148,100,25,rain,0,0,61.2,35.3,245.6,1012.9,66.7,15.9,,,,,2006-04-12T06:15:03,2006-04-12T19:28:13,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-04-13,25.4,12.6,18.7,25.4,12.6,18.7,6.5,46.4,1.041,100,4.17,rain,0,0,69.3,32.8,210.8,1016.2,57.7,15.8,,,,,2006-04-13T06:13:26,2006-04-13T19:29:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-14,25.6,17.9,21.6,25.6,17.9,21.6,15.1,67.1,1.677,100,20.83,rain,0,0,64.9,30.4,232.4,1003.6,51.4,15.5,,,,,2006-04-14T06:11:50,2006-04-14T19:30:26,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-15,19.7,10,14.9,19.7,10,14.9,2.7,45.4,0,0,0,,0,0,,22.7,54.1,1007.3,29,16,,,,,2006-04-15T06:10:15,2006-04-15T19:31:32,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-16,16.3,8.9,12.5,16.3,5.6,12.3,8.4,76.6,34.121,100,62.5,rain,0,0,60.5,37.3,87.8,1003.9,87.2,13.3,,,,,2006-04-16T06:08:40,2006-04-16T19:32:38,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-17,13.1,7.5,9.5,13.1,3.9,7.3,2.7,64.4,7.27,100,20.83,rain,0,0,48.2,30.1,36.5,1011.9,36,15.4,,,,,2006-04-17T06:07:06,2006-04-17T19:33:44,0.64,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-18,18.2,7.3,12.4,18.2,5.1,11.6,4,58.2,0,0,0,,0,0,,26.4,87.9,1014.6,1.3,16,,,,,2006-04-18T06:05:33,2006-04-18T19:34:51,0.68,Clear,Clear conditions throughout the day.,clear-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-19,23,11.3,16.9,23,11.3,16.9,6,49.6,0.22,100,16.67,rain,0,0,,23.4,135.9,1012.4,61.8,15.9,,,,,2006-04-19T06:04:00,2006-04-19T19:35:57,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-20,23.1,13,18.4,23.1,13,18.4,5.3,46.7,2.553,100,16.67,rain,0,0,,14.5,213,1012.6,60.6,15.4,,,,,2006-04-20T06:02:29,2006-04-20T19:37:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-21,21,9.9,16.1,21,9.5,16,2.9,43.2,0,0,0,,0,0,,19.5,252.9,1013.1,48.6,16,,,,,2006-04-21T06:00:58,2006-04-21T19:38:09,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-22,19.7,11.1,15,19.7,11.1,15,5.3,53.7,0.271,100,12.5,rain,0,0,,29.4,275.5,1011.4,68.5,16,,,,,2006-04-22T05:59:28,2006-04-22T19:39:15,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-23,21.2,7.9,12.6,21.2,5.6,11.8,5,62.5,0,0,0,,0,0,53.6,30.8,316.3,1012.7,23.3,16,,,,,2006-04-23T05:58:00,2006-04-23T19:40:21,0.85,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-24,21.9,5.5,14,21.9,4.6,13.8,5.5,61.1,0,0,0,,0,0,51.8,15.4,234,1013.7,45.1,13.7,,,,,2006-04-24T05:56:32,2006-04-24T19:41:27,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-04-25,15.2,2.8,5.4,15.2,-3.1,0.9,-1,64.8,4.171,100,33.33,rain,0,0,67.2,42,23.7,1017.6,76,15.7,,,,,2006-04-25T05:55:05,2006-04-25T19:42:33,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-26,17.2,1.5,9.8,17.2,1.5,9.7,-2.9,44.6,0,0,0,,0,0,,15.5,284.9,1016.9,12.8,16,,,,,2006-04-26T05:53:39,2006-04-26T19:43:39,0.96,Clear,Clear conditions throughout the day.,clear-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-27,19.6,6.7,11.8,19.6,5.3,11,0.4,46.8,0,0,0,,0,0,,24.3,354.1,1016.1,14.7,15.9,,,,,2006-04-27T05:52:14,2006-04-27T19:44:45,0,Clear,Clear conditions throughout the day.,clear-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-28,19.1,6.4,12.9,19.1,4.6,12.4,0.6,44.9,0,0,0,,0,0,,21.2,90,1022.4,45.1,16,,,,,2006-04-28T05:50:50,2006-04-28T19:45:51,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-04-29,15.5,11.3,13.2,15.5,11.3,13.2,4.1,57.7,3.659,100,37.5,rain,0,0,48.4,32.3,117.7,1020.8,87.9,14.3,,,,,2006-04-29T05:49:28,2006-04-29T19:46:57,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880"
Chicago,2006-04-30,15.1,12.7,13.5,15.1,12.7,13.5,11.5,87.9,18.199,100,79.17,rain,0,0,64.6,38.4,134,1014.5,99.7,11.7,,,,,2006-04-30T05:48:06,2006-04-30T19:48:02,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-05-01,15,12.1,13.7,15,12.1,13.7,11,83.9,0.241,100,4.17,rain,0,0,,24.9,156.7,1016.8,99.8,11.7,,,,,2006-05-01T05:46:46,2006-05-01T19:49:08,0.13,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-05-02,20,13.1,15.9,20,13.1,15.9,11.6,77.7,7.13,100,29.17,rain,0,0,,20,350.5,1013.9,75.8,10.5,,,,,2006-05-02T05:45:27,2006-05-02T19:50:13,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-05-03,22.8,12.2,17.9,22.8,12.2,17.9,11.3,67.8,0.016,100,4.17,rain,0,0,48.2,23.2,213.6,1014.9,62.3,14.9,,,,,2006-05-03T05:44:09,2006-05-03T19:51:18,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-04,19.2,13.2,16.2,19.2,13.2,16.2,6.9,55.2,0,0,0,,0,0,,23,298.7,1014.6,53.3,15.9,,,,,2006-05-04T05:42:52,2006-05-04T19:52:23,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-05,14.6,8.5,11.9,14.6,7.5,11.8,5.1,63.7,0,0,0,,0,0,,20.3,316,1015.2,78.1,16,,,,,2006-05-05T05:41:37,2006-05-05T19:53:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-06,13.1,5.5,10.2,13.1,4.4,9.5,1.1,54.8,0,0,0,,0,0,,17.7,48.9,1018,41,16,,,,,2006-05-06T05:40:23,2006-05-06T19:54:32,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-07,21.3,6.2,14.1,21.3,5,14,1.5,45.1,0,0,0,,0,0,,17.7,156.2,1016.2,5.8,16,,,,,2006-05-07T05:39:11,2006-05-07T19:55:36,0.32,Clear,Clear conditions throughout the day.,clear-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-08,22.7,10.6,17.7,22.7,10.6,17.7,5.2,44.5,0,0,0,,0,0,,22.3,175.1,1013.5,46,15.9,,,,,2006-05-08T05:38:00,2006-05-08T19:56:40,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-09,21.7,13.6,18.5,21.7,13.6,18.5,10.9,61.7,0.06,100,16.67,rain,0,0,,28.3,180,1008.7,80.5,14.9,,,,,2006-05-09T05:36:50,2006-05-09T19:57:43,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-10,22.5,13.9,18.4,22.5,13.9,18.4,12.9,71.5,3.052,100,16.67,rain,0,0,,23.4,311.2,1005,69.7,11.3,,,,,2006-05-10T05:35:42,2006-05-10T19:58:46,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-11,13.7,4.1,9.9,13.7,-1.6,8.2,8.2,89.7,14.159,100,100,rain,0,0,60,38.8,287.1,997.1,99.3,13.3,,,,,2006-05-11T05:34:35,2006-05-11T19:59:49,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-12,7.1,2.8,5.2,4.8,-2.1,1.5,3.6,89.4,5.618,100,83.33,rain,0,0,48.5,24.8,267.7,997.5,100,14.3,,,,,2006-05-12T05:33:30,2006-05-12T20:00:51,0.48,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-05-13,9.2,6.1,7.6,8.6,4.3,6.3,5.6,87.4,1.634,100,66.67,rain,0,0,,11,306.3,1004.8,99.9,14.2,,,,,2006-05-13T05:32:26,2006-05-13T20:01:53,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-05-14,12.7,5.8,9.1,12.7,5.8,8.7,5.9,81.1,0.107,100,20.83,rain,0,0,,20.3,24.8,1010.8,91.8,13.4,,,,,2006-05-14T05:31:24,2006-05-14T20:02:55,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-05-15,15,9.7,11.7,15,8.4,11.7,9.1,84.4,4.386,100,37.5,rain,0,0,,26.8,8.7,1012.7,88.5,13.2,,,,,2006-05-15T05:30:24,2006-05-15T20:03:55,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-05-16,16.8,9,12.8,16.8,7.4,12.5,9.4,80.3,0.686,100,20.83,rain,0,0,,15.7,343.4,1009.6,80.3,14.9,,,,,2006-05-16T05:29:25,2006-05-16T20:04:56,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-17,21.9,9.6,13.9,21.9,8.7,13.8,9.6,77.5,6.522,100,33.33,rain,0,0,64.8,25.8,299,1004.3,55.5,15.2,,,,,2006-05-17T05:28:28,2006-05-17T20:05:55,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-18,16.2,7.9,11.6,16.2,6.9,11.2,4.9,66.3,0.694,100,16.67,rain,0,0,59.4,38.3,325.5,1003.9,73.9,15.2,,,,,2006-05-18T05:27:33,2006-05-18T20:06:55,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-19,15.7,7.3,11.3,15.7,5.6,10.8,3.3,58.8,0,0,0,,0,0,,19.3,13.8,1008.4,51.9,16,,,,,2006-05-19T05:26:40,2006-05-19T20:07:53,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-20,22.2,5.6,15,22.2,5.6,15,4.3,52.5,0.011,100,4.17,rain,0,0,,26.2,244.1,1011.3,37.8,16,,,,,2006-05-20T05:25:48,2006-05-20T20:08:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-21,17.6,7.7,11.2,17.6,5.6,10.6,1.9,53.8,0.029,100,8.33,rain,0,0,,22.4,39.1,1015.8,57.6,16,,,,,2006-05-21T05:24:58,2006-05-21T20:09:48,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-22,14.7,4.7,10.4,14.7,4.1,10.2,2.1,58.2,0,0,0,,0,0,,18.2,75.9,1022.2,26.7,16,,,,,2006-05-22T05:24:10,2006-05-22T20:10:44,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-23,23.1,5.9,15.3,23.1,5.7,15.2,0.7,41.3,0,0,0,,0,0,,14.2,176.5,1021.5,29.9,16,,,,,2006-05-23T05:23:23,2006-05-23T20:11:39,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-05-24,25.2,12.7,18.2,25.2,12.7,18.2,9.5,58.2,10.309,100,33.33,rain,0,0,51.8,30.5,176.6,1012.8,61.5,15.3,,,,,2006-05-24T05:22:39,2006-05-24T20:12:34,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-05-25,23,18.2,20.4,23,18.2,20.4,17,81.4,3.547,100,37.5,rain,0,0,48.2,27.2,222.7,1001.9,78.7,13.7,,,,,2006-05-25T05:21:56,2006-05-25T20:13:27,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-05-26,26.7,18,20.9,26.7,18,20.9,16.6,77.9,0.043,100,4.17,rain,0,0,,16.4,318.9,1004.3,71.5,11.8,,,,,2006-05-26T05:21:16,2006-05-26T20:14:20,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,72530594892,72212604879,72534804831,72530094846,74466504838,72534714880,72534514834"
Chicago,2006-05-27,29.6,16.6,23.7,30.2,16.6,23.9,16.3,65.8,0,0,0,,0,0,55.4,26.7,150.2,1011.6,50.2,10.8,,,,,2006-05-27T05:20:37,2006-05-27T20:15:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
